date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,20230301T142709_20230301T142737_T20LNR,10,8.305709099775191,9,1,0.20295552598830718,0.8305709099775191,0.02029555259883072,15,optical,log_reg,2023-10-09,-222
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,10,9.047176129654499,9,1,0.48128675511321145,0.90471761296545,0.04812867551132115,15,optical,log_reg,2023-10-09,-162
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,10,8.978394252784042,9,1,0.1703360515653918,0.8978394252784042,0.01703360515653918,15,optical,log_reg,2023-10-09,-147
2023-06-04,bef,20230604T142721_20230604T142716_T20LNR,10,9.457231430745235,10,1,0.05976130570465277,0.9457231430745235,0.005976130570465277,15,optical,log_reg,2023-10-09,-127
2023-06-09,bef,20230609T142719_20230609T142938_T20LNR,10,8.605653333420745,9,1,0.11217326834769137,0.8605653333420745,0.011217326834769137,15,optical,log_reg,2023-10-09,-122
2023-06-19,bef,20230619T142719_20230619T142934_T20LNR,10,8.164841356041425,7,1,0.14347459260313372,0.8164841356041425,0.014347459260313371,15,optical,log_reg,2023-10-09,-112
2023-06-24,bef,20230624T142721_20230624T142715_T20LNR,10,8.532773163064759,8,1,0.21478161607979887,0.8532773163064759,0.021478161607979888,15,optical,log_reg,2023-10-09,-107
2023-06-29,bef,20230629T142719_20230629T143340_T20LNR,10,8.733688988363392,8,1,0.28441703199486645,0.8733688988363392,0.028441703199486645,15,optical,log_reg,2023-10-09,-102
2023-07-04,bef,20230704T142721_20230704T142729_T20LNR,10,8.628660409261025,8,1,0.3000016337538736,0.8628660409261025,0.030000163375387363,15,optical,log_reg,2023-10-09,-97
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,10,8.385925910103287,9,1,0.17974570085170594,0.8385925910103287,0.017974570085170595,15,optical,log_reg,2023-10-09,-92
2023-07-14,bef,20230714T142721_20230714T142941_T20LNR,10,8.865584346633447,9,1,0.19030739779366423,0.8865584346633447,0.019030739779366423,15,optical,log_reg,2023-10-09,-87
2023-07-19,bef,20230719T142719_20230719T142939_T20LNR,10,8.453447360200103,9,1,0.4191289355596027,0.8453447360200104,0.04191289355596027,15,optical,log_reg,2023-10-09,-82
2023-07-24,bef,20230724T142721_20230724T142717_T20LNR,10,8.335917713119889,8,1,0.6196508351705781,0.8335917713119889,0.061965083517057803,15,optical,log_reg,2023-10-09,-77
2023-07-29,bef,20230729T142719_20230729T142718_T20LNR,10,8.678823994266018,9,1,0.585502933159078,0.8678823994266018,0.058550293315907796,15,optical,log_reg,2023-10-09,-72
2023-08-03,bef,20230803T142721_20230803T143434_T20LNR,10,8.311805142359296,8,1,1.7876069877144436,0.8311805142359295,0.17876069877144435,15,optical,log_reg,2023-10-09,-67
2023-08-23,bef,20230823T142721_20230823T143116_T20LNR,10,7.5929624769108175,8,1,1.58602789350495,0.7592962476910817,0.15860278935049502,15,optical,log_reg,2023-10-09,-47
2023-08-28,bef,20230828T142719_20230828T142716_T20LNR,10,8.527071655742038,8,1,2.963782972574089,0.8527071655742038,0.2963782972574089,15,optical,log_reg,2023-10-09,-42
2023-09-22,bef,20230922T142711_20230922T142743_T20LNR,10,9.674898284046806,10,1,7.66758098957526,0.9674898284046807,0.766758098957526,15,optical,log_reg,2023-10-09,-17
2023-10-07,evt,20231007T142709_20231007T142929_T20LNR,10,9.724314922474914,10,1,8.166740729494894,0.9724314922474914,0.8166740729494893,15,optical,log_reg,2023-10-09,-2
2023-10-12,evt,20231012T142711_20231012T143437_T20LNR,10,9.761159606995028,10,1,8.104490420170428,0.9761159606995028,0.8104490420170428,15,optical,log_reg,2023-10-09,3
