date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,16,13.442,14,1,5.735,0.840125,0.3584375,328,joint,rf,2023-08-30,-122
2023-05-10,bef,16,12.457,11,1,4.057,0.7785625,0.2535625,328,joint,rf,2023-08-30,-112
2023-05-21,bef,16,13.23,14,1,4.173,0.826875,0.2608125,328,joint,rf,2023-08-30,-101
2023-06-14,bef,16,12.815000000000001,15,1,3.7199999999999998,0.8009375000000001,0.23249999999999998,328,joint,rf,2023-08-30,-77
2023-06-26,bef,16,12.847,14,1,3.449,0.8029375,0.2155625,328,joint,rf,2023-08-30,-65
2023-07-09,bef,16,13.103,14,1,3.7460000000000004,0.8189375,0.23412500000000003,328,joint,rf,2023-08-30,-52
2023-07-20,bef,16,13.715,16,1,4.487,0.8571875,0.2804375,328,joint,rf,2023-08-30,-41
2023-08-03,bef,16,14.023,16,1,4.372,0.8764375,0.27325,328,joint,rf,2023-08-30,-27
2023-08-18,bef,16,14.668999999999999,16,1,8.081,0.9168124999999999,0.5050625,328,joint,rf,2023-08-30,-12
2023-08-25,evt,16,15.026,16,1,7.817,0.939125,0.4885625,328,joint,rf,2023-08-30,-5
