date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-02-24,bef,9,6.213,5,1,0.351,0.6903333333333334,0.039,377,joint,rf,2023-08-12,-169
2023-04-30,bef,9,4.782,0,1,1.156,0.5313333333333333,0.12844444444444444,377,joint,rf,2023-08-12,-104
2023-05-15,bef,9,4.807,0,1,0.839,0.5341111111111112,0.09322222222222222,377,joint,rf,2023-08-12,-89
2023-06-04,bef,9,5.186,0,1,0.8009999999999999,0.5762222222222222,0.089,377,joint,rf,2023-08-12,-69
2023-06-09,bef,9,4.974,0,1,0.7170000000000001,0.5526666666666666,0.07966666666666668,377,joint,rf,2023-08-12,-64
2023-06-24,bef,9,5.347999999999999,0,1,0.482,0.5942222222222221,0.05355555555555555,377,joint,rf,2023-08-12,-49
2023-07-09,bef,9,5.005,0,1,0.507,0.5561111111111111,0.05633333333333333,377,joint,rf,2023-08-12,-34
2023-07-19,bef,9,5.037,0,1,0.412,0.5596666666666666,0.04577777777777778,377,joint,rf,2023-08-12,-24
2023-07-29,bef,9,6.407,2,1,0.6650000000000001,0.7118888888888889,0.0738888888888889,377,joint,rf,2023-08-12,-14
2023-08-08,evt,9,8.379999999999999,9,1,6.325,0.931111111111111,0.7027777777777778,377,joint,rf,2023-08-12,-4
2023-08-23,aft,9,8.346,9,1,5.649,0.9273333333333333,0.6276666666666667,377,joint,rf,2023-08-12,11
2023-09-02,aft,9,8.098,8,1,4.693,0.8997777777777779,0.5214444444444444,377,joint,rf,2023-08-12,21
