date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-02-14,bef,20230214T142711_20230214T143425_T20LMR,10,5.8533333333333335,0,2,1.3953333333333333,0.5853333333333334,0.13953333333333334,378,optical,rf,2023-08-12,-179
2023-03-01,bef,20230301T142709_20230301T142737_T20LMR,10,5.3245000000000005,0,2,1.1055000000000001,0.5324500000000001,0.11055000000000001,378,optical,rf,2023-08-12,-164
2023-04-30,bef,20230430T142719_20230430T142714_T20LMR,10,5.726000000000001,0,2,2.043,0.5726000000000001,0.2043,378,optical,rf,2023-08-12,-104
2023-05-15,bef,20230515T142711_20230515T142713_T20LMR,10,5.09025,0,2,1.3282500000000002,0.5090250000000001,0.13282500000000003,378,optical,rf,2023-08-12,-89
2023-05-20,bef,20230520T142719_20230520T142902_T20LMR,10,5.2091666666666665,0,2,1.322166666666667,0.5209166666666667,0.1322166666666667,378,optical,rf,2023-08-12,-84
2023-06-04,bef,20230604T142721_20230604T142716_T20LMR,10,5.330499999999999,0,2,1.3325,0.5330499999999999,0.13325,378,optical,rf,2023-08-12,-69
2023-06-09,bef,20230609T142719_20230609T142938_T20LMR,10,5.371,0,2,1.381,0.5371,0.1381,378,optical,rf,2023-08-12,-64
2023-06-24,bef,20230624T142721_20230624T142715_T20LMR,10,5.813,0,2,1.068,0.5812999999999999,0.1068,378,optical,rf,2023-08-12,-49
2023-06-29,bef,20230629T142719_20230629T143340_T20LMR,10,5.670333333333334,0,2,1.3183333333333334,0.5670333333333334,0.13183333333333333,378,optical,rf,2023-08-12,-44
2023-07-04,bef,20230704T142721_20230704T142729_T20LMR,10,5.888,0,2,1.069,0.5888,0.1069,378,optical,rf,2023-08-12,-39
2023-07-09,bef,20230709T142719_20230709T142938_T20LMR,10,5.412,0,2,1.041,0.5412,0.1041,378,optical,rf,2023-08-12,-34
2023-07-14,bef,20230714T142721_20230714T142941_T20LMR,10,5.5615000000000006,0,2,0.8155,0.55615,0.08155,378,optical,rf,2023-08-12,-29
2023-07-19,bef,20230719T142719_20230719T142939_T20LMR,10,5.3100000000000005,0,2,0.8899999999999999,0.531,0.089,378,optical,rf,2023-08-12,-24
2023-07-24,bef,20230724T142721_20230724T142717_T20LMR,10,5.5408333333333335,0,2,0.9448333333333333,0.5540833333333334,0.09448333333333334,378,optical,rf,2023-08-12,-19
2023-07-29,bef,20230729T142719_20230729T142718_T20LMR,10,6.8950000000000005,4,2,1.9429999999999998,0.6895,0.19429999999999997,378,optical,rf,2023-08-12,-14
2023-08-08,evt,20230808T142719_20230808T143119_T20LMR,10,8.876,8,2,6.654,0.8876,0.6654,378,optical,rf,2023-08-12,-4
2023-08-18,evt,20230818T142719_20230818T143227_T20LMR,10,8.521999999999998,7,2,5.526,0.8521999999999998,0.5526,378,optical,rf,2023-08-12,6
2023-08-23,aft,20230823T142721_20230823T143116_T20LMR,10,9.081,9,2,6.753000000000001,0.9080999999999999,0.6753000000000001,378,optical,rf,2023-08-12,11
2023-09-02,aft,20230902T142721_20230902T143115_T20LMR,10,8.933333333333334,9,2,6.441333333333333,0.8933333333333333,0.6441333333333332,378,optical,rf,2023-08-12,21
