date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,54,31.986,8,3,3.1239999999999997,0.5923333333333334,0.05785185185185185,28,joint,rf,2023-10-19,-172
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,54,31.787,10,3,3.4530000000000003,0.5886481481481481,0.06394444444444446,28,joint,rf,2023-10-19,-157
2023-06-14,bef,20230609T142719_20230609T142938_T20LNR,54,35.461,20,3,2.918,0.6566851851851851,0.05403703703703704,28,joint,rf,2023-10-19,-127
2023-06-26,bef,20230624T142721_20230624T142715_T20LNR,54,37.32,30,3,2.481,0.6911111111111111,0.04594444444444444,28,joint,rf,2023-10-19,-115
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,54,32.465,17,3,2.2430000000000003,0.6012037037037038,0.041537037037037046,28,joint,rf,2023-10-19,-102
2023-07-20,bef,20230719T142719_20230719T142939_T20LNR,54,34.181999999999995,21,3,2.0860000000000003,0.6329999999999999,0.03862962962962963,28,joint,rf,2023-10-19,-91
2023-08-01,bef,20230729T142719_20230729T142718_T20LNR,54,37.629,32,3,2.0869999999999997,0.6968333333333333,0.03864814814814815,28,joint,rf,2023-10-19,-79
2023-08-13,bef,20230808T142719_20230808T143119_T20LNR,54,38.728,38,3,3.576,0.7171851851851853,0.06622222222222222,28,joint,rf,2023-10-19,-67
2023-08-25,bef,20230823T142721_20230823T143116_T20LNR,54,40.135,24,3,8.873000000000001,0.7432407407407408,0.16431481481481483,28,joint,rf,2023-10-19,-55
2023-10-02,bef,20231002T142711_20231002T143108_T20LNR,54,41.194,49,3,13.085,0.7628518518518519,0.24231481481481484,28,joint,rf,2023-10-19,-17
2023-11-11,aft,20231111T142711_20231111T142711_T20LNR,54,49.173,54,3,39.182,0.9106111111111111,0.7255925925925927,28,joint,rf,2023-10-19,23
