date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-20,bef,20230420T142719_20230420T142714_T20LNR,7,4.147,0,1,0.814,0.5924285714285714,0.11628571428571428,72,joint,rf,2023-09-09,-142
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,7,3.51,0,1,0.763,0.5014285714285714,0.109,72,joint,rf,2023-09-09,-117
2023-05-21,bef,20230520T142719_20230520T142902_T20LNR,7,3.704,0,1,0.9079999999999999,0.5291428571428571,0.1297142857142857,72,joint,rf,2023-09-09,-111
2023-06-14,bef,20230609T142719_20230609T142938_T20LNR,7,3.392,0,1,0.6060000000000001,0.48457142857142854,0.08657142857142859,72,joint,rf,2023-09-09,-87
2023-06-26,bef,20230624T142721_20230624T142715_T20LNR,7,3.364,0,1,0.545,0.48057142857142854,0.07785714285714286,72,joint,rf,2023-09-09,-75
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,7,2.763,0,1,0.384,0.3947142857142857,0.05485714285714286,72,joint,rf,2023-09-09,-62
2023-07-24,bef,20230724T142721_20230724T142717_T20LNR,7,3.0389999999999997,0,1,0.316,0.4341428571428571,0.045142857142857144,72,joint,rf,2023-09-09,-47
2023-08-13,bef,20230808T142719_20230808T143119_T20LNR,7,3.133,0,1,0.38,0.44757142857142856,0.054285714285714284,72,joint,rf,2023-09-09,-27
2023-08-25,bef,20230823T142721_20230823T143116_T20LNR,7,5.928,6,1,2.5620000000000003,0.8468571428571429,0.36600000000000005,72,joint,rf,2023-09-09,-15
2023-09-12,evt,20230912T142721_20230912T143158_T20LNR,7,6.253,7,1,3.274,0.8932857142857143,0.4677142857142857,72,joint,rf,2023-09-09,3
2023-10-02,aft,20231002T142711_20231002T143108_T20LNR,7,6.461,7,1,3.7920000000000003,0.923,0.5417142857142857,72,joint,rf,2023-09-09,23
