date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-01-15,bef,13,11.17207310237675,12,2,5.424652551102106,0.8593902386443654,0.4172809654693928,333,joint,log_reg,2023-09-29,-257
2023-04-30,bef,13,12.228900357409549,12,2,3.5916221735575884,0.9406846428776576,0.2762786287351991,333,joint,log_reg,2023-09-29,-152
2023-05-15,bef,13,12.139223843151232,13,2,1.47325747805224,0.9337864494731717,0.11332749831171077,333,joint,log_reg,2023-09-29,-137
2023-05-20,bef,13,12.37156559331654,13,2,0.9619229934101389,0.95165889179358,0.07399407641616453,333,joint,log_reg,2023-09-29,-132
2023-06-04,bef,13,12.335050965655103,13,2,1.2562158686238654,0.9488500742811617,0.09663198989414348,333,joint,log_reg,2023-09-29,-117
2023-06-09,bef,13,12.754533206914683,13,2,0.4410269320366741,0.9811179389934371,0.0339251486182057,333,joint,log_reg,2023-09-29,-112
2023-06-29,bef,13,12.47532731180183,13,2,0.7520897608758894,0.9596405624462947,0.05785305852891457,333,joint,log_reg,2023-09-29,-92
2023-07-09,bef,13,12.726598644136406,13,2,1.9895079700355691,0.9789691264720312,0.1530390746181207,333,joint,log_reg,2023-09-29,-82
2023-07-19,bef,13,12.374878413102405,13,2,4.631507221554664,0.9519137240848004,0.35626978627343575,333,joint,log_reg,2023-09-29,-72
2023-07-29,bef,13,12.588457518662581,13,2,5.346764491443663,0.9683428860509677,0.41128957626489715,333,joint,log_reg,2023-09-29,-62
2023-08-08,bef,13,12.433754929712604,13,2,7.311516484162919,0.9564426869009696,0.5624243449356091,333,joint,log_reg,2023-09-29,-52
2023-08-23,bef,13,11.771977406351603,13,2,10.191348375223168,0.9055367235655079,0.7839498750171667,333,joint,log_reg,2023-09-29,-37
2023-08-28,bef,13,12.616201874452699,13,2,11.549638979741168,0.9704770672655922,0.8884337676723976,333,joint,log_reg,2023-09-29,-32
2023-09-02,bef,13,12.469933024695038,13,2,4.152782511234133,0.9592256172842337,0.3194448085564717,333,joint,log_reg,2023-09-29,-27
2023-09-27,evt,13,12.896176343250916,13,2,10.300399896782366,0.9920135648654551,0.7923384535986435,333,joint,log_reg,2023-09-29,-2
2023-10-07,aft,13,12.505319204910622,13,2,5.39452657777559,0.9619476311469709,0.4149635829058146,333,joint,log_reg,2023-09-29,8
